sentiment,news
pos,"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million ."
pos,"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority ."
pos,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said ."
pos,"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order ."
pos,Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .
pos,TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .
pos,"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said ."
pos,The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .
pos,The actions are expected to deliver annual cost savings of some EUR15-20m .
pos,The announced restructuring will significantly decrease the Company 's indebtedness .
pos,The companies expect the first orders already in 2011 .
pos,The company also expects to sell its products in other Russian region .
pos,The company feels these leases are prime locations due to several producing formations in the immediate area .
pos,The company is well positioned in Brazil and Uruguay .
pos,The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .
pos,The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .
pos,The diesel margin has remained high .
pos,"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained ."
pos,The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .
pos,"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America ."
pos,The group will expand the chain to include 45 stores .
pos,The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . '
pos,The long-term contract is global .
pos,The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .
pos,The offer represents a premium of 24 % over the stock 's closing price on Friday .
pos,"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 ."
pos,The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .
pos,The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .
pos,The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .
pos,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 ."
pos,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .
pos,This will bring cost savings of about EUR 3mn a year .
pos,Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .
pos,"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure ."
pos,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .
pos,We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .
pos,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year ."
pos,With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .
pos,"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement ."
pos,`` Leipurin is a growing and rapidly internationalizing Group .
pos,`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . ''
pos,"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno ."
pos,"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement ."
pos,"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year ."
pos,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .
pos,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal ."
pos,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal ."
pos,"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today ."
pos,"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment ."
pos,"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order ."
pos,CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .
pos,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 ."
pos,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 ."
pos,Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .
pos,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 ."
pos,"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 ."
pos,"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 ."
pos,Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .
pos,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business ."
